case:concept:name;concept:name;concept:flops;concept:kernel;concept:operation;timestamp:start
algorithm14;trsm_2e+08;2e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 16:44:13.519477
algorithm14;syrk_4e+07;4e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 16:44:14.519477
algorithm14;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 16:44:15.519477
algorithm14;LAPACK.potrf_2.67e+06;2.67e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 16:44:16.519477
algorithm14;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 16:44:17.519477
algorithm14;gemv_4e+05;4e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 16:44:18.519477
algorithm14;trsv_4e+04;4e+04;trsv!('L', 'N', 'N', ml4, ml5);tmp23 = (L15^-1 tmp21);2023-02-06 16:44:19.519477
algorithm14;trsv_4e+04;4e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 16:44:20.519477
algorithm10;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 16:37:31.519477
algorithm10;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 16:37:32.519477
algorithm10;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 16:37:33.519477
algorithm10;trsm_2e+08;2e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 16:37:34.519477
algorithm10;syrk_4e+07;4e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 16:37:35.519477
algorithm10;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 16:37:36.519477
algorithm10;LAPACK.potrf_2.67e+06;2.67e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 16:37:37.519477
algorithm10;gemv_4e+05;4e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 16:37:38.519477
algorithm10;trsv_4e+04;4e+04;trsv!('L', 'N', 'N', ml4, ml5);tmp23 = (L15^-1 tmp21);2023-02-06 16:37:39.519477
algorithm10;trsv_4e+04;4e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 16:37:40.519477
algorithm93;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:55:51.519477
algorithm93;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 18:55:52.519477
algorithm93;trsm_2e+08;2e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 18:55:53.519477
algorithm93;syrk_4e+07;4e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:55:54.519477
algorithm93;LAPACK.potrf_2.67e+06;2.67e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 18:55:55.519477
algorithm93;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 18:55:56.519477
algorithm93;trsm_4e+07;4e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 18:55:57.519477
algorithm93;trsm_4e+07;4e+07;trsm!('L', 'L', 'T', 'N', 1.0, ml4, ml3);tmp90 = (L15^-T tmp219);2023-02-06 18:55:58.519477
algorithm93;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 18:55:59.519477
algorithm93;gemv_4e+05;4e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp24 = (tmp90 tmp71);2023-02-06 18:56:00.519477
algorithm72;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 18:20:51.519477
algorithm72;trsm_2e+08;2e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 18:20:52.519477
algorithm72;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 18:20:53.519477
algorithm72;gemv_4e+05;4e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml3);tmp21 = (tmp12^T tmp68);2023-02-06 18:20:54.519477
algorithm72;gemm_8e+07;8e+07;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:20:55.519477
algorithm72;ml4 = qr_2.13e+07;2.13e+07;ml4 = qr!(ml4);(Q16 R17) = tmp14;2023-02-06 18:20:56.519477
algorithm72;gemv_8e+04;8e+04;gemv!('T', 1.0, ml5, ml3, 0.0, ml6);tmp25 = (Q16^T tmp21);2023-02-06 18:20:57.519477
algorithm72;trsv_4e+04;4e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2023-02-06 18:20:58.519477
algorithm91;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:52:31.519477
algorithm91;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 18:52:32.519477
algorithm91;trsm_2e+08;2e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 18:52:33.519477
algorithm91;syrk_4e+07;4e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:52:34.519477
algorithm91;LAPACK.potrf_2.67e+06;2.67e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 18:52:35.519477
algorithm91;trsm_4e+07;4e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 18:52:36.519477
algorithm91;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 18:52:37.519477
algorithm91;trsm_4e+07;4e+07;trsm!('L', 'L', 'T', 'N', 1.0, ml4, ml3);tmp90 = (L15^-T tmp219);2023-02-06 18:52:38.519477
algorithm91;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 18:52:39.519477
algorithm91;gemv_4e+05;4e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp24 = (tmp90 tmp71);2023-02-06 18:52:40.519477
algorithm2;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 16:24:11.519477
