case:concept:name;concept:name;concept:flops;concept:operation;concept:kernel;timestamp:start;timestamp:end
algorithm1_12;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062544839e9;1.675790062544859e9
algorithm1_12;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062544859e9;1.675790062544867e9
algorithm8_14;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062551214e9;1.675790062553262e9
algorithm8_14;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062553262e9;1.675790062554244e9
algorithm8_14;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062554244e9;1.675790062554482e9
algorithm8_14;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062554482e9;1.67579006255473e9
algorithm8_14;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.67579006255473e9;1.675790062554754e9
algorithm8_14;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062554754e9;1.675790062554893e9
algorithm8_14;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062554893e9;1.675790062554918e9
algorithm8_14;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062554918e9;1.675790062554927e9
algorithm3_10;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062560541e9;1.675790062561911e9
algorithm3_10;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062561911e9;1.675790062562772e9
algorithm3_10;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062562772e9;1.675790062563005e9
algorithm3_10;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062563005e9;1.675790062563278e9
algorithm3_10;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062563278e9;1.675790062563421e9
algorithm3_10;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062563421e9;1.675790062563444e9
algorithm3_10;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062563444e9;1.675790062563466e9
algorithm3_10;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062563466e9;1.675790062563474e9
algorithm5_10;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062574212e9;1.675790062575641e9
algorithm5_10;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062575641e9;1.675790062576497e9
algorithm5_10;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062576497e9;1.675790062576805e9
algorithm5_10;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062576805e9;1.675790062577036e9
algorithm5_10;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062577036e9;1.67579006257721e9
algorithm5_10;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.67579006257721e9;1.67579006257723e9
algorithm5_10;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.67579006257723e9;1.675790062577247e9
algorithm5_10;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062577247e9;1.675790062577255e9
algorithm6_14;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062579439e9;1.675790062580841e9
algorithm6_14;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062580841e9;1.675790062581625e9
algorithm6_14;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062581625e9;1.675790062581861e9
algorithm6_14;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062581861e9;1.675790062582086e9
algorithm6_14;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062582086e9;1.675790062582105e9
algorithm6_14;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062582105e9;1.675790062582257e9
algorithm6_14;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062582257e9;1.675790062582277e9
algorithm6_14;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062582277e9;1.675790062582285e9
algorithm0_10;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062584533e9;1.675790062585901e9
algorithm0_10;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062585901e9;1.675790062586668e9
algorithm0_10;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062586668e9;1.675790062586903e9
algorithm0_10;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062586903e9;1.675790062587616e9
algorithm0_10;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062587616e9;1.675790062587907e9
algorithm0_10;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062587907e9;1.675790062587925e9
algorithm0_10;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062587925e9;1.675790062587948e9
algorithm0_10;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062587948e9;1.675790062587956e9
algorithm6_12;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062590148e9;1.675790062591595e9
algorithm6_12;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062591595e9;1.675790062592518e9
algorithm6_12;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062592518e9;1.675790062592751e9
algorithm6_12;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062592751e9;1.675790062592962e9
algorithm6_12;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062592962e9;1.675790062592981e9
algorithm6_12;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062592981e9;1.675790062593155e9
algorithm6_12;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062593155e9;1.675790062593174e9
algorithm6_12;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062593174e9;1.675790062593182e9
algorithm8_13;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062595442e9;1.675790062598673e9
algorithm8_13;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062598673e9;1.675790062599513e9
algorithm8_13;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062599513e9;1.675790062599752e9
algorithm8_13;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062599752e9;1.675790062599985e9
algorithm8_13;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062599985e9;1.675790062600005e9
algorithm8_13;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062600005e9;1.675790062600155e9
algorithm8_13;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062600155e9;1.675790062600174e9
algorithm8_13;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062600174e9;1.675790062600183e9
algorithm1_10;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062605561e9;1.675790062606915e9
algorithm1_10;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062606915e9;1.675790062607302e9
algorithm1_10;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062607302e9;1.675790062608101e9
algorithm1_10;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062608101e9;1.675790062608326e9
algorithm1_10;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062608326e9;1.675790062608344e9
algorithm1_10;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062608344e9;1.675790062608493e9
algorithm1_10;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062608493e9;1.675790062608511e9
algorithm1_10;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062608511e9;1.675790062608519e9
algorithm7_14;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062613956e9;1.675790062615367e9
algorithm7_14;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062615367e9;1.675790062616156e9
algorithm7_14;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062616156e9;1.67579006261639e9
algorithm7_14;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml3);1.67579006261639e9;1.67579006261641e9
algorithm7_14;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml4);1.67579006261641e9;1.675790062616634e9
algorithm7_14;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml4);1.675790062616634e9;1.675790062616787e9
algorithm7_14;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml4, ml3);1.675790062616787e9;1.675790062616805e9
algorithm7_14;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml4, ml3);1.675790062616805e9;1.675790062616813e9
algorithm1_13;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062622211e9;1.675790062623518e9
algorithm1_13;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062623518e9;1.675790062623848e9
algorithm1_13;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062623848e9;1.675790062624569e9
algorithm1_13;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062624569e9;1.675790062624803e9
algorithm1_13;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062624803e9;1.675790062624823e9
algorithm1_13;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062624823e9;1.67579006262498e9
algorithm1_13;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.67579006262498e9;1.675790062624997e9
algorithm1_13;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062624997e9;1.675790062625005e9
algorithm7_10;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062630448e9;1.675790062631882e9
algorithm7_10;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062631882e9;1.675790062632662e9
algorithm7_10;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062632662e9;1.675790062632889e9
algorithm7_10;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml3);1.675790062632889e9;1.675790062632905e9
algorithm7_10;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml4);1.675790062632905e9;1.675790062633129e9
algorithm7_10;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml4);1.675790062633129e9;1.675790062633289e9
algorithm7_10;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml4, ml3);1.675790062633289e9;1.675790062633306e9
algorithm7_10;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml4, ml3);1.675790062633306e9;1.675790062633314e9
algorithm3_14;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062639519e9;1.675790062644141e9
algorithm3_14;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062644141e9;1.67579006264747e9
algorithm3_14;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.67579006264747e9;1.675790062647798e9
algorithm3_14;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062647798e9;1.675790062648035e9
algorithm3_14;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062648035e9;1.675790062648733e9
algorithm3_14;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062648733e9;1.675790062648754e9
algorithm3_14;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062648754e9;1.675790062648773e9
algorithm3_14;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062648773e9;1.675790062648781e9
algorithm8_10;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.67579006265301e9;1.67579006265446e9
algorithm8_10;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.67579006265446e9;1.675790062655331e9
algorithm8_10;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062655331e9;1.67579006265554e9
algorithm8_10;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.67579006265554e9;1.67579006265611e9
algorithm8_10;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.67579006265611e9;1.675790062656125e9
algorithm8_10;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062656125e9;1.675790062656278e9
algorithm8_10;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062656278e9;1.675790062656292e9
algorithm8_10;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062656292e9;1.6757900626563e9
algorithm0_13;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.67579006265991e9;1.675790062661313e9
algorithm0_13;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062661313e9;1.675790062662063e9
algorithm0_13;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062662063e9;1.675790062662622e9
algorithm0_13;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062662622e9;1.675790062662781e9
algorithm0_13;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062662781e9;1.675790062662987e9
algorithm0_13;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062662987e9;1.675790062662999e9
algorithm0_13;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062662999e9;1.675790062663016e9
algorithm0_13;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062663016e9;1.675790062663025e9
algorithm5_14;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.67579006266655e9;1.675790062667966e9
algorithm5_14;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062667966e9;1.675790062668678e9
algorithm5_14;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062668678e9;1.675790062668889e9
algorithm5_14;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062668889e9;1.675790062669455e9
algorithm5_14;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062669455e9;1.675790062669624e9
algorithm5_14;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.675790062669624e9;1.675790062669636e9
algorithm5_14;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062669636e9;1.675790062669654e9
algorithm5_14;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062669654e9;1.675790062669662e9
algorithm0_11;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062673965e9;1.6757900626754e9
algorithm0_11;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.6757900626754e9;1.675790062676143e9
algorithm0_11;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062676143e9;1.675790062676738e9
algorithm0_11;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml3);1.675790062676738e9;1.67579006267689e9
algorithm0_11;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.67579006267689e9;1.67579006267709e9
algorithm0_11;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml4);1.67579006267709e9;1.675790062677103e9
algorithm0_11;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml3, ml4);1.675790062677103e9;1.675790062677119e9
algorithm0_11;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml3, ml4);1.675790062677119e9;1.675790062677127e9
algorithm7_11;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062758837e9;1.675790062760338e9
algorithm7_11;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062760338e9;1.675790062761179e9
algorithm7_11;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.675790062761179e9;1.675790062761375e9
algorithm7_11;gemv_4e+05;4e+05;tmp21 = (tmp12^T tmp68);gemv!('T', 1.0, ml0, ml2, 0.0, ml3);1.675790062761375e9;1.675790062761741e9
algorithm7_11;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml4);1.675790062761741e9;1.675790062762049e9
algorithm7_11;LAPACK.potrf_2.67e+06;2.67e+06;(L15 L15^T) = tmp14;LAPACK.potrf!('L', ml4);1.675790062762049e9;1.675790062762207e9
algorithm7_11;trsv_4e+04;4e+04;tmp23 = (L15^-1 tmp21);trsv!('L', 'N', 'N', ml4, ml3);1.675790062762207e9;1.675790062762224e9
algorithm7_11;trsv_4e+04;4e+04;tmp24 = (L15^-T tmp23);trsv!('L', 'T', 'N', ml4, ml3);1.675790062762224e9;1.675790062762234e9
algorithm2_10;LAPACK.potrf_3.33e+08;3.33e+08;(L7 L7^T) = M;LAPACK.potrf!('L', ml1);1.675790062768478e9;1.67579006276998e9
algorithm2_10;trsv_1e+06;1e+06;tmp68 = (L7^-1 y);trsv!('L', 'N', 'N', ml1, ml2);1.67579006276998e9;1.675790062770253e9
algorithm2_10;trsm_2e+08;2e+08;tmp12 = (L7^-1 X);trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);1.675790062770253e9;1.675790062771148e9
algorithm2_10;syrk_4e+07;4e+07;tmp14 = (tmp12^T tmp12);syrk!('L', 'T', 1.0, ml0, 0.0, ml3);1.675790062771148e9;1.675790062771449e9
