case:concept:name;concept:name;concept:flops;concept:kernel;concept:operation;timestamp:start
algorithm72;gemv_150;150;gemv!('N', 1.0, ml4, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2023-02-06 18:55:13.129680
algorithm91;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 19:26:44.129680
algorithm91;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 19:26:45.129680
algorithm91;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 19:26:46.129680
algorithm91;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 19:26:47.129680
algorithm91;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 19:26:48.129680
algorithm91;LAPACK.potrf_1.12e+06;1.12e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 19:26:49.129680
algorithm91;trsm_2.25e+07;2.25e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 19:26:50.129680
algorithm91;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 19:26:51.129680
algorithm91;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2023-02-06 19:26:52.129680
algorithm91;trsv_2.25e+04;2.25e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 19:26:53.129680
algorithm2;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 16:58:24.129680
algorithm2;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 16:58:25.129680
algorithm2;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 16:58:26.129680
algorithm2;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 16:58:27.129680
algorithm2;LAPACK.potrf_1.12e+06;1.12e+06;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 16:58:28.129680
algorithm2;gemv_3e+05;3e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 16:58:29.129680
algorithm2;trsv_2.25e+04;2.25e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 16:58:30.129680
algorithm2;trsv_2.25e+04;2.25e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 16:58:31.129680
algorithm36;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 17:55:04.129680
algorithm36;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:55:05.129680
algorithm36;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:55:06.129680
algorithm36;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:55:07.129680
algorithm36;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 17:55:08.129680
algorithm36;ml4 = qr_9e+06;9e+06;ml4 = qr!(ml4);(Q16 R17) = tmp14;2023-02-06 17:55:09.129680
algorithm36;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 17:55:10.129680
algorithm36;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 17:55:11.129680
algorithm36;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml6, ml5, 0.0, ml7);tmp25 = (Q16^T tmp21);2023-02-06 17:55:12.129680
algorithm36;trsv_2.25e+04;2.25e+04;trsv!('U', 'N', 'N', ml8, ml7);tmp24 = (R17^-1 tmp25);2023-02-06 17:55:13.129680
algorithm97;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 19:36:44.129680
algorithm97;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 19:36:45.129680
algorithm97;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 19:36:46.129680
algorithm97;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 19:36:47.129680
algorithm97;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 19:36:48.129680
algorithm97;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 19:36:49.129680
algorithm97;LAPACK.potrf_1.12e+06;1.12e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 19:36:50.129680
algorithm97;trsm_2.25e+07;2.25e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 19:36:51.129680
algorithm97;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2023-02-06 19:36:52.129680
algorithm97;trsv_2.25e+04;2.25e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 19:36:53.129680
algorithm59;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:33:24.129680
algorithm59;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:33:25.129680
algorithm59;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:33:26.129680
algorithm59;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:33:27.129680
algorithm59;ml5, ml4 = LAPACK.syev_1.13e+07;1.13e+07;ml5, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2023-02-06 18:33:28.129680
algorithm59;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:33:29.129680
algorithm59;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 18:33:30.129680
algorithm59;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml6);tmp21 = (tmp56 tmp71);2023-02-06 18:33:31.129680
algorithm59;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml4, ml6, 0.0, ml7);tmp268 = (Z18^T tmp21);2023-02-06 18:33:32.129680
algorithm59;gemv_150;150;gemv!('N', 1.0, ml4, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2023-02-06 18:33:33.129680
algorithm6;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:05:04.129680
algorithm6;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:05:05.129680
algorithm6;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:05:06.129680
algorithm6;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:05:07.129680
algorithm6;gemv_3e+05;3e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:05:08.129680
algorithm6;LAPACK.potrf_1.12e+06;1.12e+06;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 17:05:09.129680
algorithm6;trsv_2.25e+04;2.25e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 17:05:10.129680
algorithm6;trsv_2.25e+04;2.25e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 17:05:11.129680
algorithm95;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 19:33:24.129680
algorithm95;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 19:33:25.129680
algorithm95;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 19:33:26.129680
algorithm95;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 19:33:27.129680
algorithm95;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 19:33:28.129680
algorithm95;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 19:33:29.129680
algorithm95;LAPACK.potrf_1.12e+06;1.12e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 19:33:30.129680
algorithm95;trsm_2.25e+07;2.25e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 19:33:31.129680
algorithm95;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2023-02-06 19:33:32.129680
algorithm95;trsv_2.25e+04;2.25e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 19:33:33.129680
algorithm70;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:51:44.129680
algorithm70;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:51:45.129680
algorithm70;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:51:46.129680
algorithm70;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:51:47.129680
algorithm70;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 18:51:48.129680
algorithm70;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml4);tmp21 = (tmp56 tmp71);2023-02-06 18:51:49.129680
algorithm70;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml5);tmp14 = (tmp12^T tmp12);2023-02-06 18:51:50.129680
algorithm70;ml6, ml5 = LAPACK.syev_1.13e+07;1.13e+07;ml6, ml5 = LAPACK.syev!('V', 'L', ml5);(Z18 W19 Z18^T) = tmp14;2023-02-06 18:51:51.129680
algorithm70;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml7);tmp268 = (Z18^T tmp21);2023-02-06 18:51:52.129680
algorithm70;gemv_150;150;gemv!('N', 1.0, ml5, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2023-02-06 18:51:53.129680
algorithm55;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:26:44.129680
algorithm55;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:26:45.129680
algorithm55;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:26:46.129680
algorithm55;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 18:26:47.129680
algorithm55;ml4, ml3 = LAPACK.syev_1.13e+07;1.13e+07;ml4, ml3 = LAPACK.syev!('V', 'L', ml3);(Z18 W19 Z18^T) = tmp14;2023-02-06 18:26:48.129680
algorithm55;gemv_3e+05;3e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml5);tmp21 = (tmp12^T tmp68);2023-02-06 18:26:49.129680
algorithm55;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml3, ml5, 0.0, ml6);tmp268 = (Z18^T tmp21);2023-02-06 18:26:50.129680
algorithm55;gemv_150;150;gemv!('N', 1.0, ml3, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2023-02-06 18:26:51.129680
algorithm31;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:46:44.129680
algorithm31;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:46:45.129680
algorithm31;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:46:46.129680
algorithm31;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:46:47.129680
algorithm31;gemv_3e+05;3e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:46:48.129680
algorithm31;ml3 = qr_9e+06;9e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2023-02-06 17:46:49.129680
algorithm31;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2023-02-06 17:46:50.129680
algorithm31;trsv_2.25e+04;2.25e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2023-02-06 17:46:51.129680
algorithm62;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:38:24.129680
algorithm62;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:38:25.129680
algorithm62;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:38:26.129680
algorithm62;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:38:27.129680
algorithm62;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 18:38:28.129680
algorithm62;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:38:29.129680
algorithm62;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 18:38:30.129680
algorithm62;ml6, ml4 = LAPACK.syev_1.13e+07;1.13e+07;ml6, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2023-02-06 18:38:31.129680
algorithm62;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml4, ml5, 0.0, ml7);tmp268 = (Z18^T tmp21);2023-02-06 18:38:32.129680
algorithm62;gemv_150;150;gemv!('N', 1.0, ml4, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2023-02-06 18:38:33.129680
algorithm69;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:50:04.129680
algorithm69;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:50:05.129680
algorithm69;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:50:06.129680
algorithm69;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:50:07.129680
algorithm69;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:50:08.129680
algorithm69;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 18:50:09.129680
algorithm69;ml5, ml4 = LAPACK.syev_1.13e+07;1.13e+07;ml5, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2023-02-06 18:50:10.129680
algorithm69;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml6);tmp21 = (tmp56 tmp71);2023-02-06 18:50:11.129680
algorithm69;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml4, ml6, 0.0, ml7);tmp268 = (Z18^T tmp21);2023-02-06 18:50:12.129680
algorithm69;gemv_150;150;gemv!('N', 1.0, ml4, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2023-02-06 18:50:13.129680
algorithm4;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:01:44.129680
algorithm4;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:01:45.129680
algorithm4;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:01:46.129680
algorithm4;gemv_3e+05;3e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml3);tmp21 = (tmp12^T tmp68);2023-02-06 17:01:47.129680
algorithm4;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 17:01:48.129680
algorithm4;LAPACK.potrf_1.12e+06;1.12e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 17:01:49.129680
algorithm4;trsv_2.25e+04;2.25e+04;trsv!('L', 'N', 'N', ml4, ml3);tmp23 = (L15^-1 tmp21);2023-02-06 17:01:50.129680
algorithm4;trsv_2.25e+04;2.25e+04;trsv!('L', 'T', 'N', ml4, ml3);tmp24 = (L15^-T tmp23);2023-02-06 17:01:51.129680
algorithm9;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 17:10:04.129680
algorithm9;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:10:05.129680
algorithm9;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:10:06.129680
algorithm9;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 17:10:07.129680
algorithm9;LAPACK.potrf_1.12e+06;1.12e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 17:10:08.129680
algorithm9;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:10:09.129680
algorithm9;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 17:10:10.129680
algorithm9;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 17:10:11.129680
algorithm9;trsv_2.25e+04;2.25e+04;trsv!('L', 'N', 'N', ml4, ml5);tmp23 = (L15^-1 tmp21);2023-02-06 17:10:12.129680
algorithm9;trsv_2.25e+04;2.25e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 17:10:13.129680
algorithm33;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:50:04.129680
algorithm33;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:50:05.129680
algorithm33;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:50:06.129680
algorithm33;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:50:07.129680
algorithm33;gemv_3e+05;3e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:50:08.129680
algorithm33;ml3 = qr_9e+06;9e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2023-02-06 17:50:09.129680
algorithm33;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2023-02-06 17:50:10.129680
algorithm33;trsv_2.25e+04;2.25e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2023-02-06 17:50:11.129680
algorithm74;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:58:24.129680
algorithm74;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:58:25.129680
algorithm74;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:58:26.129680
algorithm74;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:58:27.129680
algorithm74;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:58:28.129680
algorithm74;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 18:58:29.129680
algorithm74;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 18:58:30.129680
algorithm74;ml6, ml4 = LAPACK.syev_1.13e+07;1.13e+07;ml6, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2023-02-06 18:58:31.129680
algorithm74;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml4, ml5, 0.0, ml7);tmp268 = (Z18^T tmp21);2023-02-06 18:58:32.129680
algorithm74;gemv_150;150;gemv!('N', 1.0, ml4, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2023-02-06 18:58:33.129680
algorithm99;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 19:40:04.129680
algorithm99;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 19:40:05.129680
algorithm99;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 19:40:06.129680
algorithm99;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 19:40:07.129680
algorithm99;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 19:40:08.129680
algorithm99;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 19:40:09.129680
algorithm99;LAPACK.potrf_1.12e+06;1.12e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 19:40:10.129680
algorithm99;trsm_2.25e+07;2.25e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 19:40:11.129680
algorithm99;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2023-02-06 19:40:12.129680
algorithm99;trsv_2.25e+04;2.25e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 19:40:13.129680
algorithm41;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:03:24.129680
algorithm41;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 18:03:25.129680
algorithm41;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 18:03:26.129680
algorithm41;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 18:03:27.129680
algorithm41;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L2^-T tmp68);2023-02-06 18:03:28.129680
algorithm41;gemv_3e+05;3e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml4);tmp21 = (tmp56 tmp71);2023-02-06 18:03:29.129680
algorithm41;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml5);tmp14 = (tmp12^T tmp12);2023-02-06 18:03:30.129680
algorithm41;ml5 = qr_9e+06;9e+06;ml5 = qr!(ml5);(Q16 R17) = tmp14;2023-02-06 18:03:31.129680
algorithm41;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml6, ml4, 0.0, ml7);tmp25 = (Q16^T tmp21);2023-02-06 18:03:32.129680
algorithm41;trsv_2.25e+04;2.25e+04;trsv!('U', 'N', 'N', ml8, ml7);tmp24 = (R17^-1 tmp25);2023-02-06 18:03:33.129680
algorithm26;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L2 L2^T) = M;2023-02-06 17:38:24.129680
algorithm26;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L2^-1 y);2023-02-06 17:38:25.129680
algorithm26;trsm_1.5e+08;1.5e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L2^-1 X);2023-02-06 17:38:26.129680
algorithm26;syrk_2.25e+07;2.25e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:38:27.129680
algorithm26;gemv_3e+05;3e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:38:28.129680
algorithm26;ml3 = qr_9e+06;9e+06;ml3 = qr!(ml3);(Q16 R17) = tmp14;2023-02-06 17:38:29.129680
algorithm26;gemv_4.5e+04;4.5e+04;gemv!('T', 1.0, ml5, ml4, 0.0, ml6);tmp25 = (Q16^T tmp21);2023-02-06 17:38:30.129680
