case:concept:name;concept:name;concept:flops;concept:kernel;concept:operation;timestamp:start
algorithm40;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 17:28:40.623025
algorithm40;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 17:28:41.623025
algorithm40;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 17:28:42.623025
algorithm40;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:28:43.623025
algorithm40;gemv_6e+05;6e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:28:44.623025
algorithm40;ml5, ml3 = LAPACK.syev_9.01e+07;9.01e+07;ml5, ml3 = LAPACK.syev!('V', 'L', ml3);(Z18 W19 Z18^T) = tmp14;2023-02-06 17:28:45.623025
algorithm40;gemv_1.8e+05;1.8e+05;gemv!('T', 1.0, ml3, ml4, 0.0, ml6);tmp268 = (Z18^T tmp21);2023-02-06 17:28:46.623025
algorithm40;gemv_300;300;gemv!('N', 1.0, ml3, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2023-02-06 17:28:47.623025
algorithm65;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:10:20.623025
algorithm65;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 18:10:21.623025
algorithm65;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 18:10:22.623025
algorithm65;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:10:23.623025
algorithm65;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 18:10:24.623025
algorithm65;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 18:10:25.623025
algorithm65;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 18:10:26.623025
algorithm65;trsm_9e+07;9e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 18:10:27.623025
algorithm65;gemv_6e+05;6e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2023-02-06 18:10:28.623025
algorithm65;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 18:10:29.623025
algorithm8;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 16:35:20.623025
algorithm8;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 16:35:21.623025
algorithm8;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 16:35:22.623025
algorithm8;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 16:35:23.623025
algorithm8;gemv_6e+05;6e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 16:35:24.623025
algorithm8;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 16:35:25.623025
algorithm8;trsv_9e+04;9e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 16:35:26.623025
algorithm8;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 16:35:27.623025
algorithm64;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:08:40.623025
algorithm64;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 18:08:41.623025
algorithm64;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 18:08:42.623025
algorithm64;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:08:43.623025
algorithm64;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 18:08:44.623025
algorithm64;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 18:08:45.623025
algorithm64;trsm_9e+07;9e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 18:08:46.623025
algorithm64;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 18:08:47.623025
algorithm64;gemv_6e+05;6e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp23 = (tmp219 tmp71);2023-02-06 18:08:48.623025
algorithm64;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 18:08:49.623025
algorithm0;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 16:22:00.623025
algorithm0;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 16:22:01.623025
algorithm0;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 16:22:02.623025
algorithm0;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 16:22:03.623025
algorithm0;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 16:22:04.623025
algorithm0;gemv_6e+05;6e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 16:22:05.623025
algorithm0;trsv_9e+04;9e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 16:22:06.623025
algorithm0;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 16:22:07.623025
algorithm53;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 17:50:20.623025
algorithm53;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 17:50:21.623025
algorithm53;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 17:50:22.623025
algorithm53;gemm_1.8e+08;1.8e+08;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:50:23.623025
algorithm53;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 17:50:24.623025
algorithm53;gemv_6e+05;6e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:50:25.623025
algorithm53;trsv_9e+04;9e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 17:50:26.623025
algorithm53;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 17:50:27.623025
algorithm46;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 17:38:40.623025
algorithm46;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 17:38:41.623025
algorithm46;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 17:38:42.623025
algorithm46;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 17:38:43.623025
algorithm46;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 17:38:44.623025
algorithm46;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 17:38:45.623025
algorithm46;ml5, ml4 = LAPACK.syev_9.01e+07;9.01e+07;ml5, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2023-02-06 17:38:46.623025
algorithm46;gemv_6e+05;6e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml6);tmp21 = (tmp56 tmp71);2023-02-06 17:38:47.623025
algorithm46;gemv_1.8e+05;1.8e+05;gemv!('T', 1.0, ml4, ml6, 0.0, ml7);tmp268 = (Z18^T tmp21);2023-02-06 17:38:48.623025
algorithm46;gemv_300;300;gemv!('N', 1.0, ml4, ml7, 0.0, ml8);tmp269 = (W19^-1 tmp268);2023-02-06 17:38:49.623025
algorithm49;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 17:43:40.623025
algorithm49;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 17:43:41.623025
algorithm49;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:43:42.623025
algorithm49;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 17:43:43.623025
algorithm49;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 17:43:44.623025
algorithm49;trsm_9e+07;9e+07;trsm!('R', 'L', 'T', 'N', 1.0, ml3, ml0);tmp70 = (tmp12 L15^-T);2023-02-06 17:43:45.623025
algorithm49;gemv_6e+05;6e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp23 = (tmp70^T tmp68);2023-02-06 17:43:46.623025
algorithm49;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 17:43:47.623025
algorithm96;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 19:02:00.623025
algorithm96;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 19:02:01.623025
algorithm96;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 19:02:02.623025
algorithm96;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 19:02:03.623025
algorithm96;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 19:02:04.623025
algorithm96;trsm_9e+07;9e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 19:02:05.623025
algorithm96;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 19:02:06.623025
algorithm96;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 19:02:07.623025
algorithm96;trsm_9e+07;9e+07;trsm!('L', 'L', 'T', 'N', 1.0, ml4, ml3);tmp90 = (L15^-T tmp219);2023-02-06 19:02:08.623025
algorithm96;gemv_6e+05;6e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp24 = (tmp90 tmp71);2023-02-06 19:02:09.623025
algorithm56;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 17:55:20.623025
algorithm56;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 17:55:21.623025
algorithm56;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 17:55:22.623025
algorithm56;gemm_1.8e+08;1.8e+08;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:55:23.623025
algorithm56;gemv_6e+05;6e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:55:24.623025
algorithm56;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 17:55:25.623025
algorithm56;trsv_9e+04;9e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 17:55:26.623025
algorithm56;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 17:55:27.623025
algorithm54;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 17:52:00.623025
algorithm54;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 17:52:01.623025
algorithm54;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 17:52:02.623025
algorithm54;gemm_1.8e+08;1.8e+08;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml3);tmp14 = (tmp12^T tmp12);2023-02-06 17:52:03.623025
algorithm54;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml3);(L15 L15^T) = tmp14;2023-02-06 17:52:04.623025
algorithm54;gemv_6e+05;6e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml4);tmp21 = (tmp12^T tmp68);2023-02-06 17:52:05.623025
algorithm54;trsv_9e+04;9e+04;trsv!('L', 'N', 'N', ml3, ml4);tmp23 = (L15^-1 tmp21);2023-02-06 17:52:06.623025
algorithm54;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml3, ml4);tmp24 = (L15^-T tmp23);2023-02-06 17:52:07.623025
algorithm39;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 17:27:00.623025
algorithm39;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 17:27:01.623025
algorithm39;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 17:27:02.623025
algorithm39;gemv_6e+05;6e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml3);tmp21 = (tmp12^T tmp68);2023-02-06 17:27:03.623025
algorithm39;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 17:27:04.623025
algorithm39;ml5, ml4 = LAPACK.syev_9.01e+07;9.01e+07;ml5, ml4 = LAPACK.syev!('V', 'L', ml4);(Z18 W19 Z18^T) = tmp14;2023-02-06 17:27:05.623025
algorithm39;gemv_1.8e+05;1.8e+05;gemv!('T', 1.0, ml4, ml3, 0.0, ml6);tmp268 = (Z18^T tmp21);2023-02-06 17:27:06.623025
algorithm39;gemv_300;300;gemv!('N', 1.0, ml4, ml6, 0.0, ml7);tmp269 = (W19^-1 tmp268);2023-02-06 17:27:07.623025
algorithm14;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 16:45:20.623025
algorithm14;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 16:45:21.623025
algorithm14;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 16:45:22.623025
algorithm14;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 16:45:23.623025
algorithm14;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 16:45:24.623025
algorithm14;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 16:45:25.623025
algorithm14;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 16:45:26.623025
algorithm14;gemv_6e+05;6e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 16:45:27.623025
algorithm14;trsv_9e+04;9e+04;trsv!('L', 'N', 'N', ml4, ml5);tmp23 = (L15^-1 tmp21);2023-02-06 16:45:28.623025
algorithm14;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 16:45:29.623025
algorithm10;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 16:38:40.623025
algorithm10;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 16:38:41.623025
algorithm10;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 16:38:42.623025
algorithm10;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 16:38:43.623025
algorithm10;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 16:38:44.623025
algorithm10;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 16:38:45.623025
algorithm10;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 16:38:46.623025
algorithm10;gemv_6e+05;6e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp21 = (tmp56 tmp71);2023-02-06 16:38:47.623025
algorithm10;trsv_9e+04;9e+04;trsv!('L', 'N', 'N', ml4, ml5);tmp23 = (L15^-1 tmp21);2023-02-06 16:38:48.623025
algorithm10;trsv_9e+04;9e+04;trsv!('L', 'T', 'N', ml4, ml5);tmp24 = (L15^-T tmp23);2023-02-06 16:38:49.623025
algorithm93;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:57:00.623025
algorithm93;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 18:57:01.623025
algorithm93;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 18:57:02.623025
algorithm93;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:57:03.623025
algorithm93;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 18:57:04.623025
algorithm93;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 18:57:05.623025
algorithm93;trsm_9e+07;9e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 18:57:06.623025
algorithm93;trsm_9e+07;9e+07;trsm!('L', 'L', 'T', 'N', 1.0, ml4, ml3);tmp90 = (L15^-T tmp219);2023-02-06 18:57:07.623025
algorithm93;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 18:57:08.623025
algorithm93;gemv_6e+05;6e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp24 = (tmp90 tmp71);2023-02-06 18:57:09.623025
algorithm72;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 18:22:00.623025
algorithm72;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 18:22:01.623025
algorithm72;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 18:22:02.623025
algorithm72;gemv_6e+05;6e+05;gemv!('T', 1.0, ml0, ml2, 0.0, ml3);tmp21 = (tmp12^T tmp68);2023-02-06 18:22:03.623025
algorithm72;gemm_1.8e+08;1.8e+08;gemm!('T', 'N', 1.0, ml0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:22:04.623025
algorithm72;ml4 = qr_7.2e+07;7.2e+07;ml4 = qr!(ml4);(Q16 R17) = tmp14;2023-02-06 18:22:05.623025
algorithm72;gemv_1.8e+05;1.8e+05;gemv!('T', 1.0, ml5, ml3, 0.0, ml6);tmp25 = (Q16^T tmp21);2023-02-06 18:22:06.623025
algorithm72;trsv_9e+04;9e+04;trsv!('U', 'N', 'N', ml7, ml6);tmp24 = (R17^-1 tmp25);2023-02-06 18:22:07.623025
algorithm91;transpose_1;1;transpose!(ml3, ml0);tmp56 = X^T;2023-02-06 18:53:40.623025
algorithm91;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 18:53:41.623025
algorithm91;trsm_3e+08;3e+08;trsm!('L', 'L', 'N', 'N', 1.0, ml1, ml0);tmp12 = (L7^-1 X);2023-02-06 18:53:42.623025
algorithm91;syrk_9e+07;9e+07;syrk!('L', 'T', 1.0, ml0, 0.0, ml4);tmp14 = (tmp12^T tmp12);2023-02-06 18:53:43.623025
algorithm91;LAPACK.potrf_9e+06;9e+06;LAPACK.potrf!('L', ml4);(L15 L15^T) = tmp14;2023-02-06 18:53:44.623025
algorithm91;trsm_9e+07;9e+07;trsm!('L', 'L', 'N', 'N', 1.0, ml4, ml3);tmp219 = (L15^-1 tmp56);2023-02-06 18:53:45.623025
algorithm91;trsv_1e+06;1e+06;trsv!('L', 'N', 'N', ml1, ml2);tmp68 = (L7^-1 y);2023-02-06 18:53:46.623025
algorithm91;trsm_9e+07;9e+07;trsm!('L', 'L', 'T', 'N', 1.0, ml4, ml3);tmp90 = (L15^-T tmp219);2023-02-06 18:53:47.623025
algorithm91;trsv_1e+06;1e+06;trsv!('L', 'T', 'N', ml1, ml2);tmp71 = (L7^-T tmp68);2023-02-06 18:53:48.623025
algorithm91;gemv_6e+05;6e+05;gemv!('N', 1.0, ml3, ml2, 0.0, ml5);tmp24 = (tmp90 tmp71);2023-02-06 18:53:49.623025
algorithm2;LAPACK.potrf_3.33e+08;3.33e+08;LAPACK.potrf!('L', ml1);(L7 L7^T) = M;2023-02-06 16:25:20.623025
